signing_date,signer,citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,start_page,title,disposition_notes,executive_order_number
10/7/11,Obama,76 FR 63811,2011-26729,63815,https://www.federalregister.gov/documents/2011/10/13/2011-26729/structural-reforms-to-improve-the-security-of-classified-networks-and-the-responsible-sharing-and,https://www.govinfo.gov/content/pkg/FR-2011-10-13/pdf/2011-26729.pdf,Presidential Document,Executive Order,10/13/11,63811,Structural Reforms To Improve the Security of Classified Networks and the Responsible Sharing and Safeguarding of Classified Information,,13587
10/6/11,Obama,76 FR 63533,2011-26574,63535,https://www.federalregister.gov/documents/2011/10/12/2011-26574/establishing-an-emergency-board-to-investigate-disputes-between-certain-railroads-represented-by-the,https://www.govinfo.gov/content/pkg/FR-2011-10-12/pdf/2011-26574.pdf,Presidential Document,Executive Order,10/12/11,63533,Establishing an Emergency Board to Investigate Disputes Between Certain Railroads Represented by the National Carriers' Conference Committee of the National Railway Labor Conference and Their Employees Represented by Certain Labor Organizations,,13586
9/30/11,Obama,76 FR 62281,2011-26141,62282,https://www.federalregister.gov/documents/2011/10/07/2011-26141/continuance-of-certain-federal-advisory-committees,https://www.govinfo.gov/content/pkg/FR-2011-10-07/pdf/2011-26141.pdf,Presidential Document,Executive Order,10/7/11,62281,Continuance of Certain Federal Advisory Committees,"See: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, June 28, 1966; EO 11612, July 26, 1971; EO 12131, May 4, 1979; EO 12216, June 18, 1980; EO 12367, June 15, 1982; EO 12382, September 13, 1982; EO 12829, January 6, 1993; EO 12905, March 25, 1994; EO 12994, March 21, 1996; EO 13231, October 16, 2001; EO 13265, June 6, 2002; EO 13270, July 3, 2002; EO 13515, October 14, 2009; EO 13592, December 2, 2011 ;
 Supersedes: EO 13511, September 29, 2009;
 Superseded in part by: EO 13652, September 30, 2013;
 Amends: EO 13515, October 14, 2009",13585
9/9/11,Obama,76 FR 56945,2011-23891,56947,https://www.federalregister.gov/documents/2011/09/15/2011-23891/developing-an-integrated-strategic-counterterrorism-communications-initiative-and-establishing-a,https://www.govinfo.gov/content/pkg/FR-2011-09-15/pdf/2011-23891.pdf,Presidential Document,Executive Order,9/15/11,56945,Developing an Integrated Strategic Counterterrorism Communications Initiative and Establishing a Temporary Organization to Support Certain Government-wide Communications Activities Directed Abroad,"Revoked by: EO 13721, March 14, 2016",13584
8/18/11,Obama,76 FR 52845,2011-21704,52849,https://www.federalregister.gov/documents/2011/08/23/2011-21704/establishing-a-coordinated-government-wide-initiative-to-promote-diversity-and-inclusion-in-the,https://www.govinfo.gov/content/pkg/FR-2011-08-23/pdf/2011-21704.pdf,Presidential Document,Executive Order,8/23/11,52845,Establishing a Coordinated Government-Wide Initiative to Promote Diversity and Inclusion in the Federal Workforce,"See: EO 13078, March 13, 1998; EO 13163, July 26, 2000; EO 13171, October 12, 2000; EO 13518, November 9, 2009; EO 13548, July 26, 2010; and EO 13583, August 18, 2011",13583
8/17/11,Obama,76 FR 52209,2011-21505,52211,https://www.federalregister.gov/documents/2011/08/22/2011-21505/blocking-property-of-the-government-of-syria-and-prohibiting-certain-transactions-with-respect-to,https://www.govinfo.gov/content/pkg/FR-2011-08-22/pdf/2011-21505.pdf,Presidential Document,Executive Order,8/22/11,52209,Blocking Property of the Government of Syria and Prohibiting Certain Transactions With Respect to Syria,"See: EO 13338, May 11, 2004; EO 13399, April 25, 2006; EO 13460, February 13, 2008; EO 13572, April 29, 2011; and EO 13573, May 18, 2011",13582
7/24/11,Obama,76 FR 44757,2011-19156,44759,https://www.federalregister.gov/documents/2011/07/27/2011-19156/blocking-property-of-transnational-criminal-organizations,https://www.govinfo.gov/content/pkg/FR-2011-07-27/pdf/2011-19156.pdf,Presidential Document,Executive Order,7/27/11,44757,Blocking Property of Transnational Criminal Organizations,,13581
7/12/11,Obama,76 FR 41987,2011-18065,41991,https://www.federalregister.gov/documents/2011/07/15/2011-18065/interagency-working-group-on-coordination-of-domestic-energy-development-and-permitting-in-alaska,https://www.govinfo.gov/content/pkg/FR-2011-07-15/pdf/2011-18065.pdf,Presidential Document,Executive Order,7/15/11,41987,Interagency Working Group on Coordination of Domestic Energy Development and Permitting in Alaska,"See: EO 13547, June 19, 2010",13580
7/11/11,Obama,76 FR 41585,2011-17953,41588,https://www.federalregister.gov/documents/2011/07/14/2011-17953/regulation-and-independent-regulatory-agencies,https://www.govinfo.gov/content/pkg/FR-2011-07-14/pdf/2011-17953.pdf,Presidential Document,Executive Order,7/14/11,41585,Regulation and Independent Regulatory Agencies,"See: EO 12866, September 30, 1993; EO 13563, January 18, 2011",13579
7/6/11,Obama,76 FR 40591,2011-17447,40592,https://www.federalregister.gov/documents/2011/07/11/2011-17447/coordinating-policies-on-automotive-communities-and-workers,https://www.govinfo.gov/content/pkg/FR-2011-07-11/pdf/2011-17447.pdf,Presidential Document,Executive Order,7/11/11,40591,Coordinating Policies on Automotive Communities and Workers,"Revokes: EO 13509, June 23, 2009",13578
6/15/11,Obama,76 FR 35715,2011-15443,35717,https://www.federalregister.gov/documents/2011/06/20/2011-15443/establishment-of-the-selectusa-initiative,https://www.govinfo.gov/content/pkg/FR-2011-06-20/pdf/2011-15443.pdf,Presidential Document,Executive Order,6/20/11,35715,Establishment of the SelectUSA Initiative,,13577
6/13/11,Obama,76 FR 35295,2011-15181,35299,https://www.federalregister.gov/documents/2011/06/16/2011-15181/delivering-an-efficient-effective-and-accountable-government,https://www.govinfo.gov/content/pkg/FR-2011-06-16/pdf/2011-15181.pdf,Presidential Document,Executive Order,6/16/11,35295,"Delivering an Efficient, Effective, and Accountable Government",,13576
6/9/11,Obama,76 FR 34839,2011-14919,34843,https://www.federalregister.gov/documents/2011/06/14/2011-14919/establishment-of-the-white-house-rural-council,https://www.govinfo.gov/content/pkg/FR-2011-06-14/pdf/2011-14919.pdf,Presidential Document,Executive Order,6/14/11,34839,Establishment of the White House Rural Council,"Revoked by: EO 13790 of April 25, 2017",13575
5/23/11,Obama,76 FR 30505,2011-13173,30507,https://www.federalregister.gov/documents/2011/05/25/2011-13173/authorizing-the-implementation-of-certain-sanctions-set-forth-in-the-iran-sanctions-act-of-1996-as,https://www.govinfo.gov/content/pkg/FR-2011-05-25/pdf/2011-13173.pdf,Presidential Document,Executive Order,5/25/11,30505,"Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Sanctions Act of 1996, as Amended","See: EO 12957, March 15, 1995
Revoked by: EO 13716, January 16, 2016",13574
5/18/11,Obama,76 FR 29143,2011-12645,29146,https://www.federalregister.gov/documents/2011/05/20/2011-12645/blocking-property-of-senior-officials-of-the-government-of-syria,https://www.govinfo.gov/content/pkg/FR-2011-05-20/pdf/2011-12645.pdf,Presidential Document,Executive Order,5/20/11,29143,Blocking Property of Senior Officials of the Government of Syria,"See: EO 13338, May 11, 2004; EO 13399, April 25, 2006; EO 13460, February 13, 2008; EO 13572, April 29, 2011; EO 13582, August 17, 2011",13573
4/29/11,Obama,76 FR 24787,2011-10910,24789,https://www.federalregister.gov/documents/2011/05/03/2011-10910/blocking-property-of-certain-persons-with-respect-to-human-rights-abuses-in-syria,https://www.govinfo.gov/content/pkg/FR-2011-05-03/pdf/2011-10910.pdf,Presidential Document,Executive Order,5/3/11,24787,Blocking Property of Certain Persons With Respect to Human Rights Abuses in Syria,"See: EO 13338, May 11, 2004; EO 13399, April 25, 2006; EO 13460, February 13, 2008; EO 13573, May 18, 2011; EO 13582, August 17, 2011",13572
4/27/11,Obama,76 FR 24339,2011-10732,24341,https://www.federalregister.gov/documents/2011/05/02/2011-10732/streamlining-service-delivery-and-improving-customer-service,https://www.govinfo.gov/content/pkg/FR-2011-05-02/pdf/2011-10732.pdf,Presidential Document,Executive Order,5/2/11,24339,Streamlining Service Delivery and Improving Customer Service,"See: EO 12862, September 11, 1993; Memoranda of March 22, 1995, and March 3, 1998",13571
4/18/11,Obama,76 FR 22289,2011-9739,22292,https://www.federalregister.gov/documents/2011/04/20/2011-9739/prohibiting-certain-transactions-with-respect-to-north-korea,https://www.govinfo.gov/content/pkg/FR-2011-04-20/pdf/2011-9739.pdf,Presidential Document,Executive Order,4/20/11,22289,Prohibiting Certain Transactions With Respect to North Korea,"See: EO 13466, June 26, 2008; EO 13551, August 30, 2010; EO 13687, January 2, 2015",13570
4/5/11,Obama,76 FR 19889,2011-8642,19892,https://www.federalregister.gov/documents/2011/04/08/2011-8642/amendments-to-executive-orders-12824-12835-12859-and-13532-reestablishment-pursuant-to-executive,https://www.govinfo.gov/content/pkg/FR-2011-04-08/pdf/2011-8642.pdf,Presidential Document,Executive Order,4/8/11,19889,"Amendments to Executive Orders 12824, 12835, 12859, and 13532, Reestablishment Pursuant to Executive Order 13498, and Revocation of Executive Order 13507","Amends: EO 12824, December 7, 1992; EO 12835, January 25, 1993; EO 12859, August 16, 1993; EO 13532, February 26, 2010;;
 ;  Revokes: EO 13507, April 8, 2009;;
 ;  See: EO 13498, February 5, 2009",13569
3/8/11,Obama,76 FR 13495,2011-5903,13497,https://www.federalregister.gov/documents/2011/03/11/2011-5903/extending-provisions-of-the-international-organizations-immunities-act-to-the-office-of-the-high,https://www.govinfo.gov/content/pkg/FR-2011-03-11/pdf/2011-5903.pdf,Presidential Document,Executive Order,3/11/11,13495,Extending Provisions of the International Organizations Immunities Act to the Office of the High Representative in Bosnia and Herzegovina and the International Civilian Office in Kosovo,,13568
3/7/11,Obama,76 FR 13275,2011-5728,13281,https://www.federalregister.gov/documents/2011/03/10/2011-5728/periodic-review-of-individuals-detained-at-guantnamo-bay-naval-station-pursuant-to-the-authorization,https://www.govinfo.gov/content/pkg/FR-2011-03-10/pdf/2011-5728.pdf,Presidential Document,Executive Order,3/10/11,13275,Periodic Review of Individuals Detained at Guantánamo Bay Naval Station Pursuant to the Authorization for Use of Military Force,"See: EO 13491, January 22, 2009; EO 13492, January 22, 2009",13567
2/25/11,Obama,76 FR 11315,2011-4753,11318,https://www.federalregister.gov/documents/2011/03/02/2011-4753/blocking-property-and-prohibiting-certain-transactions-related-to-libya,https://www.govinfo.gov/content/pkg/FR-2011-03-02/pdf/2011-4753.pdf,Presidential Document,Executive Order,3/2/11,11315,Blocking Property and Prohibiting Certain Transactions Related to Libya,"See: EO 13726, April 19, 2016",13566
2/8/11,Obama,76 FR 7681,2011-3257,7683,https://www.federalregister.gov/documents/2011/02/11/2011-3257/establishment-of-the-intellectual-property-enforcement-advisory-committees,https://www.govinfo.gov/content/pkg/FR-2011-02-11/pdf/2011-3257.pdf,Presidential Document,Executive Order,2/11/11,7681,Establishment of the Intellectual Property Enforcement Advisory Committees,,13565
1/31/11,Obama,76 FR 6309,2011-2577,6310,https://www.federalregister.gov/documents/2011/02/03/2011-2577/establishment-of-the-presidents-council-on-jobs-and-competitiveness,https://www.govinfo.gov/content/pkg/FR-2011-02-03/pdf/2011-2577.pdf,Presidential Document,Executive Order,2/3/11,6309,Establishment of the President's Council on Jobs and Competitiveness,"Revokes: EO 13501, February 6, 2009",13564
1/18/11,Obama,76 FR 3821,2011-1385,3823,https://www.federalregister.gov/documents/2011/01/21/2011-1385/improving-regulation-and-regulatory-review,https://www.govinfo.gov/content/pkg/FR-2011-01-21/pdf/2011-1385.pdf,Presidential Document,Executive Order,1/21/11,3821,Improving Regulation and Regulatory Review,"See: EO 12866, September 30, 1993; EO 13579, July 11, 2011; EO 13604, March 22, 2012; EO 13609, May 1, 2012; EO 13610, May 10, 2012; EO 13636, February 12, 2013; EO 13707, September 15, 2015; EO 13777, February 24, 2017",13563
12/27/10,Obama,75 FR 82583,2010-33169,82589,https://www.federalregister.gov/documents/2010/12/30/2010-33169/recruiting-and-hiring-students-and-recent-graduates,https://www.govinfo.gov/content/pkg/FR-2010-12-30/pdf/2010-33169.pdf,Presidential Document,Executive Order,12/30/10,82583,Recruiting and Hiring Students and Recent Graduates,"Supersedes: EO 12015, October 26, 1977;;
 ;  Revokes: EO 13318, November 21, 2003; EO 13162, July 6, 2000",13562
12/22/10,Obama,75 FR 81817,2010-32960,81828,https://www.federalregister.gov/documents/2010/12/29/2010-32960/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2010-12-29/pdf/2010-32960.pdf,Presidential Document,Executive Order,12/29/10,81817,Adjustments of Certain Rates of Pay,,13561
12/14/10,Obama,75 FR 78875,2010-31878,78876,https://www.federalregister.gov/documents/2010/12/17/2010-31878/white-house-council-for-community-solutions,https://www.govinfo.gov/content/pkg/FR-2010-12-17/pdf/2010-31878.pdf,Presidential Document,Executive Order,12/17/10,78875,White House Council for Community Solutions,"Superseded by: EO 13748, November 16, 2016",13560
11/17/10,Obama,75 FR 71317,2010-29579,71323,https://www.federalregister.gov/documents/2010/11/22/2010-29579/fundamental-principles-and-policymaking-criteria-for-partnerships-with-faith-based-and-other,https://www.govinfo.gov/content/pkg/FR-2010-11-22/pdf/2010-29579.pdf,Presidential Document,Executive Order,11/22/10,71317,Fundamental Principles and Policymaking Criteria for Partnerships With Faith-Based and Other Neighborhood Organizations,"Amends: EO 13279, December 12, 2002;;
 ;  See: EO 13198, January 29, 2001; EO 13199, January 29, 2001; EO 13498, February 5, 2009",13559
11/9/10,Obama,75 FR 69573,2010-28854,69574,https://www.federalregister.gov/documents/2010/11/15/2010-28854/export-enforcement-coordination-center,https://www.govinfo.gov/content/pkg/FR-2010-11-15/pdf/2010-28854.pdf,Presidential Document,Executive Order,11/15/10,69573,Export Enforcement Coordination Center,,13558
11/4/10,Obama,75 FR 68675,2010-28360,68677,https://www.federalregister.gov/documents/2010/11/09/2010-28360/controlled-unclassified-information,https://www.govinfo.gov/content/pkg/FR-2010-11-09/pdf/2010-28360.pdf,Presidential Document,Executive Order,11/9/10,68675,Controlled Unclassified Information,"Revokes: Memorandum of May 7, 2008;;
 ;  See: EO 13526, December 29, 2009",13556
11/4/10,Obama,75 FR 68679,2010-28365,68680,https://www.federalregister.gov/documents/2010/11/09/2010-28365/providing-an-order-of-succession-within-the-department-of-justice,https://www.govinfo.gov/content/pkg/FR-2010-11-09/pdf/2010-28365.pdf,Presidential Document,Executive Order,11/9/10,68679,Providing an Order of Succession Within the Department of Justice,"Revokes: EO 13481, December 9, 2008",13557
10/19/10,Obama,75 FR 65415,2010-27004,65421,https://www.federalregister.gov/documents/2010/10/22/2010-27004/white-house-initiative-on-educational-excellence-for-hispanics,https://www.govinfo.gov/content/pkg/FR-2010-10-22/pdf/2010-27004.pdf,Presidential Document,Executive Order,10/22/10,65415,White House Initiative on Educational Excellence for Hispanics,"See: EO 13634, December 21, 2012; EO 13652, September 30, 2013
Continued by: EO 13708, September 30, 2015; EO 13811, September 29, 2017",13555
10/5/10,Obama,75 FR 62313,2010-25578,62317,https://www.federalregister.gov/documents/2010/10/08/2010-25578/establishing-the-gulf-coast-ecosystem-restoration-task-force,https://www.govinfo.gov/content/pkg/FR-2010-10-08/pdf/2010-25578.pdf,Presidential Document,Executive Order,10/8/10,62313,Establishing the Gulf Coast Ecosystem Restoration Task Force,"See: EO 13626, September 10, 2012",13554
9/28/10,Obama,75 FR 60567,2010-24839,60571,https://www.federalregister.gov/documents/2010/10/01/2010-24839/blocking-property-of-certain-persons-with-respect-to-serious-human-rights-abuses-by-the-government,https://www.govinfo.gov/content/pkg/FR-2010-10-01/pdf/2010-24839.pdf,Presidential Document,Executive Order,10/1/10,60567,Blocking Property of Certain Persons With Respect to Serious Human Rights Abuses by the Government of Iran and Taking Certain Other Actions,"See: EO 12957, March 15, 1995",13553
